note_id	onset_time	offset_time	pitch	onset_velocity	offset_velocity	channel	finger_number
0	0.156289	0.302811	C4	64	80	0	1
1	0.312579	0.4591	D4	64	80	0	2
2	0.468869	0.61539	E4	64	80	0	3
3	0.625158	0.771679	F4	64	80	0	4
4	0.781447	0.927969	D4	64	80	0	2
5	0.937737	1.08426	E4	64	80	0	3
6	1.09403	1.24055	C4	64	80	0	1
7	1.25032	1.54397	G4	64	80	0	2
8	1.40661	1.55313	C3	64	80	1	-1
9	1.56289	1.85655	C5	64	80	0	5
10	1.56289	1.70942	D3	64	80	1	-4
11	1.71918	1.86571	E3	64	80	1	-1
12	1.87547	1.94873	B4	64	80	0	4
13	1.87547	2.022	F3	64	80	1	-5
14	1.95362	2.02688	A4	64	80	0	1
15	2.03176	2.17828	B4	64	80	0	2
16	2.03176	2.17828	D3	64	80	1	-5
17	2.18805	2.48171	C5	64	80	0	5
18	2.18805	2.33457	E3	64	80	1	-5
19	2.34434	2.49086	C3	64	80	1	-1
20	2.50063	2.64715	D5	64	80	0	1
21	2.50063	2.79429	G3	64	80	1	-5
22	2.65692	2.80344	G4	64	80	0	4
23	2.81321	2.95973	A4	64	80	0	5
24	2.81321	3.10686	G2	64	80	1	-5
25	2.9695	3.11602	B4	64	80	0	3
26	3.12579	3.27231	C5	64	80	0	4
27	3.28208	3.4286	A4	64	80	0	2
28	3.43837	3.58489	B4	64	80	0	3
29	3.59466	3.74118	G4	64	80	0	1
30	3.75095	4.0446	D5	64	80	0	2
31	3.90724	4.05376	G3	64	80	1	-1
32	4.06353	4.35718	G5	64	80	0	5
33	4.06353	4.21005	A3	64	80	1	-4
34	4.21982	4.36634	B3	64	80	1	-1
35	4.37611	4.44937	F5	64	80	0	4
36	4.37611	4.52263	C4	64	80	1	-5
37	4.45425	4.52751	E5	64	80	0	1
38	4.5324	4.67892	F5	64	80	0	2
39	4.5324	4.67892	A3	64	80	1	-5
40	4.68868	4.98234	G5	64	80	0	5
41	4.68868	4.83521	B3	64	80	1	-5
42	4.84497	4.9915	G3	64	80	1	-1
43	5.00126	5.14779	E5	64	80	0	2
44	5.00126	5.29492	C4	64	80	1	-5
45	5.15755	5.30407	A5	64	80	0	5
46	5.31384	5.46036	G5	64	80	0	4
47	5.31384	5.6075	B3	64	80	1	-5
48	5.47013	5.61665	F5	64	80	0	5
49	5.62642	5.77294	E5	64	80	0	4
50	5.62642	5.92008	C4	64	80	1	-5
51	5.78271	5.92923	G5	64	80	0	5
52	5.939	6.08552	F5	64	80	0	4
53	5.939	6.23265	D4	64	80	1	-5
54	6.09529	6.24181	A5	64	80	0	2
55	6.25158	6.3981	G5	64	80	0	1
56	6.25158	6.54523	E4	64	80	1	-5
57	6.40787	6.55439	F5	64	80	0	5
58	6.56416	6.71068	E5	64	80	0	4
59	6.56416	6.85781	G3	64	80	1	-5
60	6.72045	6.86697	D5	64	80	0	5
61	6.87674	7.02326	C5	64	80	0	4
62	6.87674	7.17039	A3	64	80	1	-5
63	7.03303	7.17955	E5	64	80	0	5
64	7.18932	7.33584	D5	64	80	0	4
65	7.18932	7.48297	B3	64	80	1	-5
66	7.34561	7.49213	F5	64	80	0	2
67	7.5019	7.64842	E5	64	80	0	1
68	7.5019	7.79555	C4	64	80	1	-5
69	7.65819	7.80471	D5	64	80	0	5
70	7.81447	7.961	C5	64	80	0	4
71	7.81447	8.10813	E3	64	80	1	-5
72	7.97076	8.11729	B4	64	80	0	5
73	8.12705	8.27358	A4	64	80	0	4
74	8.12705	8.42071	F#3	64	80	1	-5
75	8.28334	8.42986	C5	64	80	0	2
76	8.43963	8.58615	B4	64	80	0	1
77	8.43963	8.73329	G3	64	80	1	-5
78	8.59592	8.74244	D5	64	80	0	5
79	8.75221	8.89873	C5	64	80	0	4
80	8.75221	9.04587	A3	64	80	1	-1
81	8.9085	9.05502	B4	64	80	0	2
82	9.06479	9.21131	A4	64	80	0	1
83	9.06479	9.35844	B3	64	80	1	-4
84	9.22108	9.3676	G4	64	80	0	3
85	9.37737	9.52389	F#4	64	80	0	2
86	9.37737	10.149	C4	64	80	1	-5
87	9.53366	9.68018	A4	64	80	0	5
88	9.68995	9.83647	G4	64	80	0	1
89	9.84624	9.99276	B4	64	80	0	2
90	10.0025	10.2962	A4	64	80	0	1
91	10.1588	10.3053	D3	64	80	1	-1
92	10.3151	10.6088	D4	64	80	0	5
93	10.3151	10.4616	E3	64	80	1	-5
94	10.4714	10.6179	F#3	64	80	1	-3
95	10.6277	10.7009	C5	64	80	0	2
96	10.6277	10.7742	G3	64	80	1	-5
97	10.7058	10.7791	B4	64	80	0	4
98	10.784	11.0776	C5	64	80	0	5
99	10.784	10.9305	E3	64	80	1	-5
100	10.9403	11.0868	F#3	64	80	1	-3
101	11.0966	11.2431	D5	64	80	0	1
102	11.0966	11.2431	D3	64	80	1	-4
103	11.2528	11.3994	B4	64	80	0	1
104	11.2528	11.5465	G3	64	80	1	-4
105	11.4091	11.5557	A4	64	80	0	5
106	11.5654	11.7119	G4	64	80	0	4
107	11.5654	11.8591	B2	64	80	1	-5
108	11.7217	11.8682	F#4	64	80	0	2
109	11.878	12.0245	E4	64	80	0	1
110	11.878	12.1717	C3	64	80	1	-5
111	12.0343	12.1808	G4	64	80	0	5
112	12.1906	12.3371	F#4	64	80	0	4
113	12.1906	12.4842	D3	64	80	1	-5
114	12.3469	12.4934	A4	64	80	0	5
115	12.5032	12.6497	G4	64	80	0	4
116	12.5032	12.7968	E3	64	80	1	-5
117	12.6594	12.806	B4	64	80	0	5
118	12.8157	12.9623	A4	64	80	0	4
119	12.8157	13.1094	F#3	64	80	1	-5
120	12.972	13.1185	C5	64	80	0	3
121	13.1283	13.2748	B4	64	80	0	2
122	13.1283	13.422	G3	64	80	1	-5
123	13.2846	13.4311	D5	64	80	0	2
124	13.4409	13.5874	C5	64	80	0	1
125	13.4409	13.7346	E3	64	80	1	-5
126	13.5972	13.7437	E5	64	80	0	5
127	13.7535	13.9	D5	64	80	0	4
128	13.7535	14.2217	B2	64	80	1	-5
129	13.9098	13.983	B4	64	80	0	1
130	13.9879	14.0612	C5	64	80	0	2
131	14.0661	14.2126	D5	64	80	0	3
132	14.2223	14.3689	G5	64	80	0	5
133	14.2223	14.3689	C3	64	80	1	-5
134	14.3786	14.4519	B4	64	80	0	1
135	14.3786	14.6723	D3	64	80	1	-5
136	14.4568	14.53	C5	64	80	0	4
